,Rangking,Title,Artist,Date,Source Site,agency
335,36,너를 사랑하고 있어,백현,5-19,Melon Music,SM엔터테인먼트
336,37,Black Swan,방탄소년단,5-19,Melon Music,빅히트 엔터테인먼트
337,38,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",악동뮤지션,5-19,Melon Music,YG 엔터테인먼트
338,39,Stay Tonight,청하,5-19,Melon Music,MNH엔터테인먼트
339,40,우리 왜 헤어져야 해,신예영,5-19,Melon Music,셀러빗
340,41,안녕,폴킴,5-19,Melon Music,뉴런뮤직
341,42,친구,방탄소년단,5-19,Melon Music,빅히트 엔터테인먼트
342,43,품,볼빨간사춘기,5-19,Melon Music,쇼파르뮤직
343,44,Maniac,Conan Gray,5-19,Melon Music,무소속
344,45,이제 나만 믿어요,임영웅,5-19,Melon Music,"뉴에라프로젝트, 물고기컴퍼니"
345,46,Paris In The Rain,Lauv,5-19,Melon Music,무소속
346,47,Love poem,아이유,5-19,Melon Music,EDAM엔터테인먼트
347,48,FIESTA,아이즈원,5-19,Melon Music,오프더레코드엔터테인먼트
348,49,Filter,방탄소년단,5-19,Melon Music,빅히트 엔터테인먼트
349,50,To Die For,Sam Smith,5-19,Melon Music,무소속
350,51,Lonely Night,권진아,5-19,Melon Music,안테나
351,52,HIP,마마무,5-19,Melon Music,RBW
352,53,시차,방탄소년단,5-19,Melon Music,빅히트 엔터테인먼트
353,54,Moon,방탄소년단,5-19,Melon Music,빅히트 엔터테인먼트
354,55,"세계가 불타버린 밤, 우린... (Can't You See Me?)",투모로우바이투게더,5-19,Melon Music,빅히트 엔터테인먼트
355,56,너를 만나,폴킴,5-19,Melon Music,뉴런뮤직
356,57,Stuck with U,Ariana Grande,5-19,Melon Music,무소속
357,58,bad guy,Billie Eilish,5-19,Melon Music,인터스코프 레코드
358,59,"다시 난, 여기",백예린,5-19,Melon Music,블루바이닐
359,60,Inner Child,방탄소년단,5-19,Melon Music,빅히트 엔터테인먼트
360,61,Zombie,데이식스,5-19,Melon Music,JYP엔터테인먼트
361,62,오늘의 기분,CHEEZE (치즈),5-19,Melon Music,매직스트로베리사운드
362,63,We are Bulletproof : the Eternal,방탄소년단,5-19,Melon Music,빅히트 엔터테인먼트
363,64,"Yours (Feat. 이하이, 창모)",Raiden,5-19,Melon Music,SM엔터테인먼트
364,65,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽,5-19,Melon Music,마크툽컴퍼니 (대표)
365,66,넌 내가 보고 싶지 않나 봐,신예영,5-19,Melon Music,셀러빗
366,67,Louder than bombs,방탄소년단,5-19,Melon Music,빅히트 엔터테인먼트
367,68,LALALILALA,에이프릴,5-19,Melon Music,DSP미디어
368,69,시든 꽃에 물을 주듯,박혜원,5-19,Melon Music,"비오디엔터테인먼트, 엔터테인먼트 뉴오더"
369,70,찐이야,영탁,5-19,Melon Music,"뉴에라프로젝트, 밀라그로"
370,71,어느 60대 노부부이야기,임영웅,5-19,Melon Music,"뉴에라프로젝트, 물고기컴퍼니"
371,72,욱 (UGH!),방탄소년단,5-19,Melon Music,빅히트 엔터테인먼트
372,73,Painkiller,Ruel,5-19,Melon Music,무소속
373,74,"사랑, 하자",수호 (SUHO),5-19,Melon Music,SM엔터테인먼트
374,75,비,폴킴,5-19,Melon Music,뉴런뮤직
375,76,봄날,방탄소년단,5-19,Melon Music,빅히트 엔터테인먼트
376,77,조금 취했어 (Prod. 2soo),임재현,5-19,Melon Music,정원수엔터테인먼트
377,78,너에게 가는 이 길 위에서 (너.이.길),백현,5-19,Melon Music,SM엔터테인먼트
378,79,Birthday,Anne-Marie,5-19,Melon Music,무소속
379,80,Interlude : Shadow,방탄소년단,5-19,Melon Music,빅히트 엔터테인먼트
380,81,사랑이란 멜로는 없어,전상근,5-19,Melon Music,셀러빗
381,82,Ridin’,NCT DREAM,5-19,Melon Music,SM엔터테인먼트
382,83,Respect,방탄소년단,5-19,Melon Music,빅히트 엔터테인먼트
383,84,"아무렇지 않게, 안녕",박혜원,5-19,Melon Music,"비오디엔터테인먼트, 엔터테인먼트 뉴오더"
384,85,Outro : Ego,방탄소년단,5-19,Melon Music,빅히트 엔터테인먼트
385,86,Square (2017),백예린,5-19,Melon Music,블루바이닐
386,87,Go away go away,찬열 (CHANYEOL),5-19,Melon Music,SM엔터테인먼트
387,88,바램,임영웅,5-19,Melon Music,"뉴에라프로젝트, 물고기컴퍼니"
388,89,포장마차,황인욱,5-19,Melon Music,하우엔터테인먼트
389,90,다시 만날까 봐,V.O.S,5-19,Melon Music,무소속
390,91,Obsession,EXO,5-19,Melon Music,SM엔터테인먼트
391,92,사랑에 연습이 있었다면 (Prod. 2soo),임재현,5-19,Melon Music,정원수엔터테인먼트
392,93,주저하는 연인들을 위해,잔나비,5-19,Melon Music,페포니 뮤직
393,94,사랑이 식었다고 말해도 돼,먼데이키즈,5-19,Melon Music,먼데이키즈 컴퍼니
394,95,Oh my god,(여자)아이들,5-19,Melon Music,무소속
395,96,밤이 깊었네 (Drama Ver.),미도와 파라솔,5-19,Melon Music,무소속
396,97,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽,5-19,Melon Music,마크툽컴퍼니 (대표)
397,98,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize),5-19,Melon Music,무소속
398,99,버릇처럼 셋을 센다,KCM,5-19,Melon Music,얼반웍스이엔티
399,100,시청 앞 지하철 역에서,곽진언,5-19,Melon Music,뮤직팜
400,1,에잇(Prod.&Feat. SUGA of BTS),아이유,5-19,Naver Vibe,EDAM엔터테인먼트
401,2,아로하,조정석,5-19,Naver Vibe,잼엔터테인먼트
402,3,살짝 설렜어 (Nonstop),오마이걸,5-19,Naver Vibe,WM엔터테인먼트
403,4,나비와 고양이 (Feat. 백현 (BAEKHYUN)),볼빨간사춘기,5-19,Naver Vibe,쇼파르뮤직
404,5,좋은 사람 있으면 소개시켜줘,조이,5-19,Naver Vibe,SM엔터테인먼트
405,6,아무노래,지코 (ZICO),5-19,Naver Vibe,KQ엔터테인먼트
406,7,Dolphin,오마이걸,5-19,Naver Vibe,WM엔터테인먼트
407,8,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,5-19,Naver Vibe,버스커 버스커
408,9,시작,가호 (Gaho),5-19,Naver Vibe,인넥스트트렌드
409,10,Blueming,아이유,5-19,Naver Vibe,EDAM엔터테인먼트
410,11,Happy,태연,5-19,Naver Vibe,SM엔터테인먼트
411,12,덤더럼(Dumhdurum),에이핑크,5-19,Naver Vibe,플레이엠엔터테인먼트
412,13,화려하지 않은 고백,규현,5-19,Naver Vibe,SM엔터테인먼트
413,14,WANNABE,ITZY,5-19,Naver Vibe,JYP엔터테인먼트
414,15,Lonely Night,권진아,5-19,Naver Vibe,안테나
415,16,Don't Start Now,Dua Lipa,5-19,Naver Vibe,무소속
416,17,그대 고운 내사랑,어반자카파,5-19,Naver Vibe,메이크어스엔터테인먼트
417,18,METEOR,창모,5-19,Naver Vibe,일리네어 레코즈
418,19,Psycho,레드벨벳,5-19,Naver Vibe,SM엔터테인먼트
419,20,처음처럼,엠씨더맥스,5-19,Naver Vibe,325E&C
420,21,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",악동뮤지션,5-19,Naver Vibe,YG 엔터테인먼트
421,22,Memories,Maroon 5,5-19,Naver Vibe,무소속
422,23,내 눈물 모아,휘인,5-19,Naver Vibe,RBW
423,24,시청 앞 지하철 역에서,곽진언,5-19,Naver Vibe,뮤직팜
424,25,돌덩이,하현우 (국카스텐),5-19,Naver Vibe,인터파크 엔터테인먼트
425,26,ON,방탄소년단,5-19,Naver Vibe,빅히트 엔터테인먼트
426,27,LALALILALA,에이프릴,5-19,Naver Vibe,DSP미디어
427,28,Ridin',NCT DREAM,5-19,Naver Vibe,SM엔터테인먼트
428,29,늦은 밤 너의 집 앞 골목길에서,노을,5-19,Naver Vibe,씨제스엔터테인먼트
429,30,넌 언제나,제이레빗(J Rabbit),5-19,Naver Vibe,friendz
430,31,Love poem,아이유,5-19,Naver Vibe,EDAM엔터테인먼트
431,32,2002,Anne-Marie,5-19,Naver Vibe,무소속
432,33,마음을 드려요,아이유,5-19,Naver Vibe,EDAM엔터테인먼트
433,34,FIESTA,아이즈원,5-19,Naver Vibe,오프더레코드엔터테인먼트
434,35,그때 그 아인,김필,5-19,Naver Vibe,"스톤뮤직엔터테인먼트, MMO 엔터테인먼트"
435,36,I'm in Trouble,뉴이스트,5-19,Naver Vibe,플레디스
436,37,Stuck with U,Ariana Grande,5-19,Naver Vibe,무소속
437,38,HIP,마마무,5-19,Naver Vibe,RBW
438,39,너를 만나,폴킴,5-19,Naver Vibe,뉴런뮤직
439,40,품,볼빨간사춘기,5-19,Naver Vibe,쇼파르뮤직
440,41,Paris In The Rain,Lauv,5-19,Naver Vibe,무소속
441,42,Stay Tonight,청하,5-19,Naver Vibe,MNH엔터테인먼트
442,43,바람이 부네요,이소라,5-19,Naver Vibe,무소속
443,44,Square (2017),백예린,5-19,Naver Vibe,블루바이닐
444,45,Zombie,데이식스,5-19,Naver Vibe,JYP엔터테인먼트
445,46,밤편지,아이유,5-19,Naver Vibe,EDAM엔터테인먼트
446,47,Oh my god,(여자)아이들,5-19,Naver Vibe,무소속
447,48,bad guy,Billie Eilish,5-19,Naver Vibe,인터스코프 레코드
448,49,Dance Monkey,Tones And I,5-19,Naver Vibe,무소속
449,50,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,5-19,Naver Vibe,뉴런뮤직
450,51,사계 (Four Seasons),태연,5-19,Naver Vibe,SM엔터테인먼트
451,52,To Die For,Sam Smith,5-19,Naver Vibe,무소속
452,53,우리 만남이,폴킴,5-19,Naver Vibe,뉴런뮤직
453,54,시든 꽃에 물을 주듯,박혜원,5-19,Naver Vibe,"비오디엔터테인먼트, 엔터테인먼트 뉴오더"
454,55,오늘도 빛나는 너에게 (To You My Light) (Feat. 이라온),마크툽,5-19,Naver Vibe,마크툽컴퍼니 (대표)
455,56,Moon Dance,뉴이스트,5-19,Naver Vibe,플레디스
456,57,사랑했던 날들,백지영,5-19,Naver Vibe,무소속
457,58,Birthday,Anne-Marie,5-19,Naver Vibe,무소속
458,59,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,5-19,Naver Vibe,빅히트 엔터테인먼트
459,60,밤이 깊었네 (Drama Ver.),미도와 파라솔,5-19,Naver Vibe,무소속
460,61,Say So,Doja Cat,5-19,Naver Vibe,RCA
461,62,사랑은 또다시 (Love Again),NCT DREAM,5-19,Naver Vibe,SM엔터테인먼트
462,63,주저하는 연인들을 위해,잔나비,5-19,Naver Vibe,페포니 뮤직
463,64,사랑이란 멜로는 없어,전상근,5-19,Naver Vibe,셀러빗
464,65,어떻게 지내 (Prod. By VAN.C),오반,5-19,Naver Vibe,무소속
465,66,17,Pink Sweat$,5-19,Naver Vibe,무소속
466,67,찐이야,영탁,5-19,Naver Vibe,"뉴에라프로젝트, 밀라그로"
467,68,영웅 (英雄; Kick It),NCT 127,5-19,Naver Vibe,SM엔터테인먼트
468,69,안녕,폴킴,5-19,Naver Vibe,뉴런뮤직
469,70,나의 오랜 연인에게,다비치,5-19,Naver Vibe,스톤뮤직엔터테인먼트
470,71,이제 나만 믿어요,임영웅,5-19,Naver Vibe,"뉴에라프로젝트, 물고기컴퍼니"
471,72,시간의 바깥,아이유,5-19,Naver Vibe,EDAM엔터테인먼트
472,73,Feel Special,TWICE,5-19,Naver Vibe,JYP엔터테인먼트
473,74,비가 내리는 날에는,윤하,5-19,Naver Vibe,C9엔터테인먼트
474,75,조금 취했어 (Prod. 2soo),임재현,5-19,Naver Vibe,정원수엔터테인먼트
475,76,너에게 못했던 내 마지막 말은,다비치,5-19,Naver Vibe,스톤뮤직엔터테인먼트
476,77,Take Yourself Home,Troye Sivan,5-19,Naver Vibe,EMI Music Austrailia
477,78,솔직히 지친다,청하,5-19,Naver Vibe,MNH엔터테인먼트
478,79,Juice,Lizzo,5-19,Naver Vibe,무소속
479,80,Love me or Leave me,데이식스,5-19,Naver Vibe,JYP엔터테인먼트
480,81,Back To Me (평행우주),뉴이스트,5-19,Naver Vibe,플레디스
481,82,너의 자리 (Puzzle Piece),NCT DREAM,5-19,Naver Vibe,SM엔터테인먼트
482,83,꼭,뉴이스트,5-19,Naver Vibe,플레디스
483,84,포장마차,황인욱,5-19,Naver Vibe,하우엔터테인먼트
484,85,And we go,성시경,5-19,Naver Vibe,무소속
485,86,봄날,방탄소년단,5-19,Naver Vibe,빅히트 엔터테인먼트
486,87,Señorita,Shawn Mendes,5-19,Naver Vibe,무소속
487,88,막걸리 한잔,영탁,5-19,Naver Vibe,"뉴에라프로젝트, 밀라그로"
488,89,니 소식,송하예,5-19,Naver Vibe,무소속
489,90,내게 말해줘 (7 Days),NCT DREAM,5-19,Naver Vibe,SM엔터테인먼트
490,91,노래방에서,장범준,5-19,Naver Vibe,버스커 버스커
491,92,사랑이 식었다고 말해도 돼,먼데이키즈,5-19,Naver Vibe,먼데이키즈 컴퍼니
492,93,"Yours (Feat. 이하이, 창모)",Raiden,5-19,Naver Vibe,SM엔터테인먼트
493,94,Quiet Down,NCT DREAM,5-19,Naver Vibe,SM엔터테인먼트
494,95,Physical (Feat. 화사),Dua Lipa,5-19,Naver Vibe,무소속
495,96,사랑에 연습이 있었다면 (Prod. 2soo),임재현,5-19,Naver Vibe,정원수엔터테인먼트
496,97,있어줘요,장덕철,5-19,Naver Vibe,리메즈 엔터테인먼트
497,98,Remember,WINNER,5-19,Naver Vibe,YG엔터테인먼트
498,99,불티 (Spark),태연,5-19,Naver Vibe,SM엔터테인먼트
499,100,I Don't Care,Ed Sheeran,5-19,Naver Vibe,무소속
500,1,Nonstop (살짝 설렜어),오마이걸,5-19,Youtube Music,WM엔터테인먼트
501,2,eight (에잇) (feat. Agust D),아이유,5-19,Youtube Music,EDAM엔터테인먼트
502,3,WANNABE,ITZY,5-19,Youtube Music,JYP엔터테인먼트
503,4,아로하 (Aloha),조정석,5-19,Youtube Music,무소속
504,5,Dolphin,오마이걸,5-19,Youtube Music,WM엔터테인먼트
505,6,덤더럼 (Dumhdurum),에이핑크,5-19,Youtube Music,플레이엠엔터테인먼트
506,7,Stay Tonight,청하,5-19,Youtube Music,MNH엔터테인먼트
507,8,돌덩이,하현우,5-19,Youtube Music,인터파크 엔터테인먼트
508,9,나비와 고양이 (Leo) (feat. 백현(BAEKHYUN)),볼빨간사춘기,5-19,Youtube Music,쇼파르뮤직
509,10,ON,방탄소년단,5-19,Youtube Music,빅히트 엔터테인먼트
510,11,시작,이루리,5-19,Youtube Music,매직스트로베리사운드
511,12,LALALILALA,에이프릴,5-19,Youtube Music,DSP미디어
512,13,깡 GANG,Rain,5-19,Youtube Music,"레인컴퍼니, 써브라임아티스트에이전시"
513,14,Blueming(블루밍),아이유,5-19,Youtube Music,EDAM엔터테인먼트
514,15,Any song (아무노래),지코(ZICO),5-19,Youtube Music,KQ엔터테인먼트
515,16,DANCE MONKEY,톤스 앤 아이,5-19,Youtube Music,무소속
516,17,Psycho,레드벨벳,5-19,Youtube Music,SM엔터테인먼트
517,18,FIESTA,아이즈원,5-19,Youtube Music,무소속
518,19,METEOR,창모,5-19,Youtube Music,일리네어 레코즈
519,20,"그때 그 아인 (Someday, The Boy)",김필,5-19,Youtube Music,"스톤뮤직엔터테인먼트, MMO 엔터테인먼트"
520,21,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,5-19,Youtube Music,버스커 버스커
521,22,Say So,Doja Cat,5-19,Youtube Music,RCA
522,23,Memories,Maroon 5(마룬 파이브),5-19,Youtube Music,무소속
523,24,영웅 (英雄; Kick It),NCT 127,5-19,Youtube Music,SM엔터테인먼트
524,25,Remember Me (불꽃놀이),오마이걸,5-19,Youtube Music,WM엔터테인먼트
525,26,오늘도 빛나는 너에게 (To You My Light) (feat. 이라온),마크툽,5-19,Youtube Music,마크툽컴퍼니 (대표)
526,27,Oh my god,(여자)아이들,5-19,Youtube Music,무소속
527,28,HIP,마마무,5-19,Youtube Music,RBW
528,29,사랑해 (Luv U),(여자)아이들,5-19,Youtube Music,무소속
529,30,니가 왜 거기서 나와 (feat. Go Eun-ah),영탁,5-19,Youtube Music,"뉴에라프로젝트, 밀라그로"
530,31,Stuck with U (Ariana Grande(아리아나 그란데) & Justin Bieber(저스틴 비버)),Ariana Grande,5-19,Youtube Music,무소속
531,32,비밀정원 (Secret Garden),오마이걸,5-19,Youtube Music,WM엔터테인먼트
532,33,Zombie,데이식스,5-19,Youtube Music,JYP엔터테인먼트
533,34,좋은 사람 있으면 소개시켜줘,조이,5-19,Youtube Music,SM엔터테인먼트
534,35,너를 그린 우주 (Insomnia2020) (Feat. 이라온) (feat. 이라온),마크툽,5-19,Youtube Music,마크툽컴퍼니 (대표)
535,36,"야망 (AMBITION) (feat. ASH ISLAND, 김효은, Hash Swan & 창모(CHANGMO))",릴러말즈(Leellamarz),5-19,Youtube Music,무소속
536,37,BUNGEE (Fall in Love),오마이걸,5-19,Youtube Music,WM엔터테인먼트
537,38,Feel Special,TWICE,5-19,Youtube Music,JYP엔터테인먼트
538,39,I'm in Trouble,뉴이스트(NU'EST),5-19,Youtube Music,플레디스
539,40,폰서트,10cm(십센치),5-19,Youtube Music,매직스트로베리사운드
540,41,Ridin',NCT DREAM,5-19,Youtube Music,SM엔터테인먼트
541,42,Don't Start Now,Dua Lipa,5-19,Youtube Music,무소속
542,43,Painkiller,루엘,5-19,Youtube Music,무소속
543,44,빌런 (Villain),스텔라장,5-19,Youtube Music,그랜드라인엔터테인먼트
544,45,ICY,ITZY,5-19,Youtube Music,JYP엔터테인먼트
545,46,어떻게 지내 (I Need You),오반,5-19,Youtube Music,무소속
546,47,My House,2PM,5-19,Youtube Music,JYP엔터테인먼트
547,48,웨이백홈,숀,5-19,Youtube Music,DCTOM엔터테인먼트
548,49,Blinding Lights,The Weeknd,5-19,Youtube Music,무소속
549,50,Half (반만),진민호,5-19,Youtube Music,무소속
550,51,BLOOM (처음처럼),엠씨더맥스,5-19,Youtube Music,325E&C
551,52,염라 (Karma),Dareharu,5-19,Youtube Music,무소속
552,53,Give You My Heart (마음을 드려요),아이유,5-19,Youtube Music,EDAM엔터테인먼트
553,54,Spit it out (뱉어),솔라,5-19,Youtube Music,RBW
554,55,"When I tell you goodbye (아무렇지 않게, 안녕)",박혜원,5-19,Youtube Music,"비오디엔터테인먼트, 엔터테인먼트 뉴오더"
555,56,BAD,크리스토퍼,5-19,Youtube Music,무소속
556,57,시청 앞 지하철 역에서 (In front of city hall at the subway station),곽진언,5-19,Youtube Music,뮤직팜
557,58,Hug,볼빨간사춘기,5-19,Youtube Music,쇼파르뮤직
558,59,마음이 말하는 행복 (Happiness) (feat.이라온),마크툽,5-19,Youtube Music,마크툽컴퍼니 (대표)
559,60,바나나 알러지 원숭이,오마이걸 반하나,5-19,Youtube Music,WM엔터테인먼트
560,61,화려하지 않은 고백 (Confession Is Not Flashy),규현,5-19,Youtube Music,SM엔터테인먼트
561,62,GOOBA,6ix9ine,5-19,Youtube Music,무소속
562,63,사장님 도박은 재미로 하셔야 합니다 (KAZINO),비비(BIBI),5-19,Youtube Music,필굿뮤직
563,64,9와 4분의 3 승강장에서 너를 기다려 (Run Away),투모로우바이투게더,5-19,Youtube Music,빅히트 엔터테인먼트
564,65,12:45 (Stripped),에담,5-19,Youtube Music,무소속
565,66,WINDY DAY,오마이걸,5-19,Youtube Music,WM엔터테인먼트
566,67,Maniac,Conan Gray,5-19,Youtube Music,무소속
567,68,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지 (How can I love the heartbreak, you`re the one I love)",악동뮤지션,5-19,Youtube Music,YG 엔터테인먼트
568,69,DUN DUN,EVERGLOW (에버글로우),5-19,Youtube Music,위에화엔터테인먼트코리아
569,70,버릇처럼 셋을 센다,KCM,5-19,Youtube Music,얼반웍스이엔티
570,71,YOU&I(너랑 나),아이유,5-19,Youtube Music,EDAM엔터테인먼트
571,72,Show Yourself (Idina Menzel(이디나 멘젤) & Evan Rachel Wood),Idina Menzel,5-19,Youtube Music,무소속
572,73,Supalonely (feat. 거스 대퍼튼),BENEE,5-19,Youtube Music,무소속
573,74,Break My Heart,Dua Lipa,5-19,Youtube Music,무소속
574,75,우리 만남이 (But I'll Miss You),폴킴,5-19,Youtube Music,뉴런뮤직
575,76,바람기억(Memory Of The Wind),나얼,5-19,Youtube Music,인넥스트트렌드
576,77,그대 고운 내사랑,어반자카파,5-19,Youtube Music,메이크어스엔터테인먼트
577,78,Juice,리조,5-19,Youtube Music,무소속
578,79,아로하,쿨(COOL),5-19,Youtube Music,쿨컴퍼니
579,80,400km (Feat. Kid Milli) (feat. 키드밀리),한요한,5-19,Youtube Music,린치핀뮤직
580,81,내 눈물 모아 (With My Tears),휘인,5-19,Youtube Music,RBW
581,82,Sometimes (가끔),크러쉬(Crush),5-19,Youtube Music,피네이션
582,83,Yours (레이든(Raiden) & 찬열(CHANYEOL)) (feat. 이하이 & 창모(CHANGMO)),레이든(Raiden),5-19,Youtube Music,SM엔터테인먼트
583,84,Godzilla (feat. 주스 월드),Eminem(에미넴),5-19,Youtube Music,"D12, 배드 미츠 이블"
584,85,Black Swan,방탄소년단,5-19,Youtube Music,빅히트 엔터테인먼트
585,86,Physical (feat. 화사),Dua Lipa,5-19,Youtube Music,무소속
